url,UsingIp,longUrl,shortUrl,symbol,redirecting,prefixSuffix,SubDomains,https,DomainRegLen,Favicon,NonStdPort,HTTPSDomainURL,RequestURL,AnchorURL,LinksInScriptTags,ServerFormHandler,InfoEmail,AbnormalURL,WebsiteForwarding,StatusBarCust,DisableRightClick,UsingPopupWindow,IframeRedirection,AgeofDomain,DNSRecording,PageRank,GoogleIndex,LinksPointingToPage,StatsReport,Label
https://docs.google.com/drawings/d/1B6HPjx4gJOL2V-RRt-dk5yjeg3QLogjGsHARUZwqars/preview,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://dem-settind-dev.firebaseapp.com/,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://helps-centrefacbook.start.page/,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://sites.google.com/view/suspensionelsalv/,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://rfp-sharing.myportfolio.com/,1,1,1,1,1,-1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
http://43.156.0.130/v3/signin/identifier?dsh=S536876283:1679130036497906&amp;followup=https://accounts.google.com/&amp;ifkv=AWnogHfrcMjMJOA5-x4JjU2A_H62FL5Ipip8qUn0FfsVqhu1vrUBPxBl4JpnqCjPGKNrTfaShVnNJQ&amp;passive=1209600&amp;continue=https://accounts.google.com/&amp;flowName=WebLiteSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AWnogHc4PeFX33yvdiAFBtaL-JBAffuk5JoQQy_Mh2pwQ3Vm2WZDrUszOnx40Wo5cx_v0Tn-km5KAw,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,0,1,0,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
https://bafybeieelzfrohaqtb5zellv4gspz6alumw4t7qgf6ucr6x5qj7l4755qy.ipfs.cf-ipfs.com/exdow.html,1,-1,1,1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://hello-world-bitter-term-a84c.5b34a78c016cc7f695d062d2.workers.dev/,1,0,1,1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://josephcolarusso.yahool0gin.workers.dev/,1,1,1,1,1,1,-1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafybeielwmwtla4i6z47gkz2dlm6tfvyxxrqu2cpfwplbllx4owczsr244.ipfs.cf-ipfs.com//lastaspx.html,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://bafybeihmtk6ekenrmjjtixl4z36g7dlbpzhucw75qe7yfill5jmjmo4oba.ipfs.dweb.link/CHAMELEhtqj12ql%23webmail.html,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://cloudflare-ipfs.com/ipfs/bafybeieuhc4rme2zlgkdet52gz2zbbnss2v5yralmgnsnnn2enul3le5xm,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafkreigtlcunhnnq42oh7xnq2yfw4fxfrhcaektlsx6ondrmx4qjm75oru.ipfs.cf-ipfs.com,1,-1,1,1,1,-1,-1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://docs.google.com/presentation/d/e/2PACX-1vQUoltZEb4Rs3Q93Foit4AI_tC9Bi8UUHemHM4l-QNedrtooHeExtgYzK4EU0DK_f117l7gRzIYaiin/pub?start=false&amp;loop=false&amp;delayms=3000,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://cloudflare-ipfs.com/ipfs/bafybeienzqpmqoblmx7k2svksfvjfsmlgmvmcbcmhrjfeox5znx2hebacy,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://ipfs.eth.aragon.network/ipfs/bafybeifo2b6mz6ajzws7rzq5flvlcvoqqu5kffx3pa4eiim5uldixea5xy/,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bt-106780.weeblysite.com/,1,1,1,1,1,-1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://t.ly/X7m8N,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://home-12354.weeblysite.com/,1,1,1,1,1,-1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://sites.google.com/view/banruralogin/,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://wwxhajudjgwjklckvzgs19.web.app/,1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://turkiyeanadoluhaber.com/,1,1,1,1,1,1,1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1
https://cloudflare-ipfs.com/ipfs/bafybeidj3smq2gbtq5dtpvjheq7oosxd7akjyg7lyhdqzfs4r7y3vridne,1,-1,1,1,1,-1,1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafybeieb3djaenbjrmt4aqjc626nmkangewregzshr4jkegrfskfea6sr4.ipfs.cf-ipfs.com,1,-1,1,1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://www.podpolerest.com/jp,1,1,-1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://web-ac-maj.boxmode.io/,1,1,1,1,1,-1,0,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://qoguesbu.firebaseapp.com/,1,1,1,1,1,1,0,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://firebasestorage.googleapis.com/v0/b/zimbra-58426.appspot.com/o/index.html?alt=media&amp;token=774b21e4-8591-4858-a649-0b579daa0100,1,-1,1,1,1,1,0,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://ipfs.eth.aragon.network/ipfs/bafkreictxjsb2zwvdksd7f5dvgxrgimehytszboiihry35i7tv4qtmsinq,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1
https://ipfs.eth.aragon.network/ipfs/bafybeidwlquidqgdnrdus3ub25qjxdk3ic5oyash55q7njzlvryvhskaky,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafybeidfxihuewos2x2mwmf6ruquskfup5s4im6yuyhthw5ra5yhvydk2u.ipfs.cf-ipfs.com/,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://cloudflare-ipfs.com/ipfs/bafybeigvnd42jom7e3wimgpo2abup6bsnp53cbes2gkjsp4nuyidanryv4/,1,-1,1,1,1,-1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://ministeriohaciendaformulario-3.webnode.es,1,1,1,1,1,-1,0,1,-1,-1,1,1,0,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
https://ipfs.eth.aragon.network/ipfs/bafybeig22ss4zqye2rhohnbag6a46i4ksf547gequecuu2ivcxqcbvqdye,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,0,1,-1
https://cloudflare-ipfs.com/ipfs/bafybeiezndpwvamjpyxw4fyhkky3fdhdtyfttwh4dzobgfiohypkggkesq,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://mpgrobalse.web.app/,1,1,1,1,1,1,0,1,1,-1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
http://test.alkhudharigroup.com/Webmail/57/Webmail/webmail.php,1,0,1,1,1,1,0,-1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1
https://sp208766.sitebeat.crazydomains.com/,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://bafybeia63axtipw2sd7xiw3bx6x4ecbvhmycukzqhplqjnijjgpricixri.ipfs.nftstorage.link/,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://att-109765.weeblysite.com/,1,1,1,1,1,-1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://ipfs.eth.aragon.network/ipfs/bafybeiec5fjzy55kczpjhvc2dfqjaqtwhblqnykrxnuf65rq2uwabqqhz4,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
http://tanghuicompany.com/wp-includes/Requests/library/wm/index.php,1,0,1,1,1,1,1,-1,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
https://zeolknou.web.app/,1,1,1,1,1,1,0,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://sp586670.sitebeat.crazydomains.com/,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://docs.google.com/presentation/d/e/2PACX-1vRulahmX9zKwU2rRb2PaBDYIwn9G-6p6DtjOXduyS2Lgxzq0LUVofuDA-r-RpLGBUyVTRuv4TrgHmmW/pub?start=false&loop=false&delayms=3000&slide=id.p,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://messagemms.godaddysites.com/,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://docs.google.com/presentation/d/e/2PACX-1vTrogT6r6VoJSt2IWR2nurJCiZ2N5qNJVh73nHIaqzyoDwvn7jT7-j3dnG3Mw-ps1JGHhOrfwj5w0qc/pub?start=false&amp;loop=false&amp;delayms=3000,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://att-100247.weeblysite.com/,1,1,1,1,1,-1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafybeif5v3y6dr5vboogow4xhq3ubydisio746wkajn6cnap32hhzwoi44.ipfs.cf-ipfs.com/,1,-1,1,1,1,-1,-1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafybeia5gqktkugynoz3e4dzvpxv2pdmqpfdxtdgvonjbxah27wkqnvib4.ipfs.infura-ipfs.io,1,-1,1,1,1,-1,-1,1,1,-1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://edavki-portal.firebaseapp.com/,1,1,1,1,1,-1,0,1,1,-1,1,1,0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://ipfs.eth.aragon.network/ipfs/bafkreicrpbke7sbtih3irjzkjjj54s5n6sphkcxkybirsoasnc4tftbzli,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1
https://bafybeibnufccmhulch2y53ti3ih63ljv564ruxf5qshn33xisna7hhmubu.ipfs.cf-ipfs.com/,1,-1,1,1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://ipfs.io/ipfs/QmZn993sz3gFuys9fbTfbd8DPBap42Bj4WavYx6kk754wX,1,0,1,1,1,1,1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
http://43.134.240.146/v3/signin/identifier?dsh=S17385321:1679569399730027&amp;continue=https://accounts.google.com/&amp;followup=https://accounts.google.com/&amp;ifkv=AWnogHed2hxUT7lB-2e7NANWzSBAOp4oA4kxIRILW1HgkeGJVTZkJEVOcWNiUbtvfpWgVmhInL6VRg&amp;passive=1209600&amp;flowName=GlifWebSignIn&amp;flowEntry=ServiceLogin,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,0,1,0,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
https://pub-aa3b3a91485741729d0bcbb778d63240.r2.dev/webmail/mcs/login.html,1,0,1,1,1,-1,0,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://cloudflare-ipfs.com/ipfs/QmV7tYMqEydPrPNWZwGa5efFk1fkqv2BKWMHnxwAE5BAtU?filename=securemessage.html,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,0,1,-1
https://mullerexteriors.com/wp-includes/zima/index.html,1,0,1,1,1,1,1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1
https://t.ly/TSHLo,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://script.google.com/macros/s/AKfycbzz1Vy38w7iKLykuVQXzu-q2HRqLkKKDBFjZhn_XqfRazXFvna0s9FEMsV2pCiTGb6tdQ/exec,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://cloudflare-ipfs.com/ipfs/bafybeihfb2o7uzfsls6db6bozoledykna6qymyag36d6ztxxvy3mj5g3km,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://sp263334.sitebeat.crazydomains.com/,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
http://visitcakovec.com/,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://pages.appeal-at-meta.ink/checkpoint/,1,1,1,1,1,-1,0,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
https://us2048.top/go/TrackConfirmAction/,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
https://onx.la/2c710,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://bafybeicsmngqumc3ilcbs3lhik5tuev6pxfuufsbqobkhrlp7eiov57k34.ipfs.cf-ipfs.com/,1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafkreiastjt4kq5ghu6lg3jwxbj7xim7xvsktshtkhk5rk7mkt2rnhtqkm.ipfs.nftstorage.link,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafkreihrgd7u3qrfwwar5cymm74e3gw6t4np2gwbc3nqlrrrngejdes4me.ipfs.nftstorage.link,1,-1,1,1,1,1,-1,1,1,-1,1,1,0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://cf-ipfs.com/ipfs/QmTPVwU4RjCbiaGLNXM6UqEcm83W2AfkMt7yLf2DrYJk3n,1,0,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://packett-id.web.app/,1,1,1,1,1,-1,0,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://bafybeid45i262c53x6bchbrn7h64ciknw3otjaqtlxbsao4p5nfdqbpqai.ipfs.cf-ipfs.com/soldire6_cham-e9io.html,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://docs.google.com/presentation/d/e/2PACX-1vQRm2Wjnz2UHCFYq_HKBEW4FA764ZEFcIqMT2cpXelDGc1QiQbK4oZiPAlPSN4VxB1nxGdd6vvjXqBJ/pub?start=false&amp;loop=false&amp;delayms=3000,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
http://esperanzabravo.com/err/,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,1,1,1,0,1,1,1,-1,1,1,-1,-1,0,1,-1
http://useful-closed-dogsled.glitch.me/?%2Clogin.microsoftonline.com637404648759999802um9zwkmyT875999980263740464%2C,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://bafybeidu4ushsgyz2xecvtki5srcgap7ttp7cvqvyxkeclmrrlsj5nuo3a.ipfs.cf-ipfs.com/,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://uspsnqi.top/,1,1,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
https://cf-ipfs.com/ipfs/QmYUkeTAE7YAUk2hcDF5TGevqzKerbvATUzPXeGnURwiPL,1,0,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,0,1,-1
https://docs.google.com/presentation/d/e/2PACX-1vReXxLbzoX2OZ24pvBnODTDCGoCcYNQ8sX7rKAfdKgbPVJ8Ry97ovQUpB51lfsYqABDL2A7FoOm-NyS/pub?start=false&amp;loop=false&amp;delayms=3000,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://validarbac.webcindario.com/,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://ipfs.eth.aragon.network/ipfs/bafybeiao23kpvf7ef4kjcmavz7rnjfkncux6dgiwinz2njyib7mptgw4am,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://cf-ipfs.com/ipfs/QmSXF4DfGkEPSjXDgNtHXZ2cQVt2QvexebAf9984PqQhc9/index0pl.html,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://docs.google.com/presentation/d/e/2PACX-1vQIPi4POBnTRhMYrDaRcU0mxioF6pVQ_BlY5TLV7ky6ah8rpsRzqg3-fSJiYPBj39KKKxpS_1KXuAz5/pub?start=false&loop=false&delayms=3000,1,-1,1,1,1,1,0,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://sp112629.sitebeat.crazydomains.com/,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://cf-ipfs.com/ipfs/QmUdwbqL5s2DxvVgvfBJGkCBBXa7GttVhWCUUfftgAZ3ck,1,0,1,1,1,-1,1,1,1,-1,1,1,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
https://sp379836.sitebeat.crazydomains.com/,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://spotifyexplorer012.pages.dev,1,1,1,1,1,1,0,1,1,-1,1,1,0,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1
https://pub-f31f09e1d5144cdda969fca56ca165b1.r2.dev/bitcoinx.html,1,0,1,1,1,-1,0,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,0,1,-1
https://cf-ipfs.com/ipfs/QmfNLbb5CunYuKYS6tEsdxc7P3guhPqTr8j52ScDrnLHKq,1,0,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1
