iter	Passed	Remaining
498	1275	1280
499	1277	1277
500	1279	1274
501	1283	1272
502	1285	1270
503	1288	1267
504	1290	1264
505	1292	1262
506	1295	1259
507	1297	1256
508	1300	1254
509	1303	1251
510	1305	1248
511	1307	1245
512	1309	1243
513	1312	1240
514	1314	1237
515	1316	1234
516	1318	1232
517	1321	1229
518	1323	1226
519	1325	1223
520	1327	1220
521	1329	1217
522	1332	1214
523	1334	1212
524	1336	1209
525	1338	1206
526	1342	1204
527	1344	1201
528	1346	1199
529	1348	1196
530	1350	1193
531	1352	1190
532	1354	1186
533	1356	1184
534	1359	1181
535	1361	1178
536	1363	1175
537	1366	1173
538	1368	1170
539	1370	1167
540	1372	1164
541	1374	1161
542	1376	1158
543	1378	1155
544	1380	1152
545	1383	1150
546	1385	1147
547	1387	1144
548	1389	1141
549	1391	1138
550	1393	1135
551	1395	1132
552	1398	1130
553	1399	1127
554	1401	1124
555	1404	1121
556	1406	1118
557	1409	1116
558	1412	1114
559	1414	1111
560	1416	1108
561	1419	1106
562	1421	1103
563	1423	1100
564	1426	1098
565	1428	1095
566	1431	1093
567	1434	1090
568	1436	1087
569	1438	1085
570	1441	1083
571	1444	1081
572	1446	1078
573	1451	1076
574	1453	1074
575	1455	1071
576	1458	1068
577	1460	1066
578	1462	1063
579	1464	1060
580	1466	1057
581	1469	1055
582	1471	1052
583	1474	1050
584	1476	1047
585	1479	1044
586	1481	1042
587	1483	1039
588	1486	1036
589	1488	1034
590	1490	1031
591	1492	1028
592	1494	1025
593	1496	1023
594	1498	1020
595	1501	1017
596	1503	1015
597	1505	1012
598	1507	1009
599	1510	1006
600	1512	1003
601	1514	1001
602	1516	998
603	1519	996
604	1521	993
605	1523	990
606	1526	988
607	1528	985
608	1531	983
609	1534	981
610	1537	978
611	1539	975
612	1541	973
613	1543	970
614	1545	967
615	1548	965
616	1550	962
617	1552	959
618	1555	957
619	1557	954
620	1559	951
621	1561	948
622	1564	946
623	1567	944
624	1569	941
625	1571	938
626	1573	935
627	1574	932
628	1577	930
629	1579	927
630	1581	924
631	1583	922
632	1585	919
633	1587	916
634	1589	913
635	1592	911
636	1595	909
637	1598	906
638	1600	904
639	1602	901
640	1604	898
641	1607	896
642	1609	893
643	1611	891
644	1614	888
645	1616	885
646	1617	882
647	1619	879
648	1622	877
649	1624	874
650	1626	871
651	1628	869
652	1631	867
653	1635	865
654	1637	862
655	1639	859
656	1641	856
657	1643	854
658	1645	851
659	1647	848
660	1649	846
661	1652	843
662	1654	840
663	1656	838
664	1658	835
665	1661	833
666	1665	831
667	1668	829
668	1671	826
669	1674	824
670	1678	822
671	1680	820
672	1683	818
673	1686	815
674	1690	814
675	1694	812
676	1696	809
677	1699	806
678	1701	804
679	1703	801
680	1705	799
681	1708	796
682	1710	793
683	1712	791
684	1715	789
685	1717	786
686	1720	783
687	1722	781
688	1725	778
689	1727	776
690	1730	773
691	1733	771
692	1735	768
693	1737	766
694	1739	763
695	1741	760
696	1743	758
697	1746	755
698	1748	752
699	1749	749
700	1751	747
701	1753	744
702	1755	741
703	1759	739
704	1761	737
705	1763	734
706	1765	731
707	1767	728
708	1769	726
709	1771	723
710	1774	721
711	1776	718
712	1779	716
713	1781	713
714	1784	711
715	1787	708
716	1789	706
717	1791	703
718	1793	700
719	1795	698
720	1797	695
721	1799	692
722	1801	690
723	1803	687
724	1805	685
725	1808	682
726	1811	680
727	1813	677
728	1815	674
729	1818	672
730	1820	669
731	1822	667
732	1825	664
733	1827	662
734	1829	659
735	1831	657
736	1833	654
737	1835	651
738	1838	649
739	1840	646
740	1842	644
741	1844	641
742	1846	638
743	1848	636
744	1850	633
745	1853	630
746	1855	628
747	1857	625
748	1860	623
749	1862	620
750	1864	618
751	1866	615
752	1868	612
753	1870	610
754	1872	607
755	1874	604
756	1876	602
757	1878	599
758	1881	597
759	1883	594
760	1886	592
761	1889	590
762	1891	587
763	1893	584
764	1895	582
765	1898	579
766	1900	577
767	1902	574
768	1904	572
769	1906	569
770	1908	566
771	1911	564
772	1914	562
773	1916	559
774	1919	557
775	1921	554
776	1923	552
777	1925	549
778	1927	546
779	1929	544
780	1932	541
781	1934	539
782	1936	536
783	1938	534
784	1940	531
785	1942	529
786	1945	526
787	1948	524
788	1950	521
789	1952	519
790	1955	516
791	1957	514
792	1959	511
793	1961	508
794	1964	506
795	1966	503
796	1968	501
797	1970	498
798	1973	496
799	1975	493
800	1978	491
801	1980	488
802	1983	486
803	1985	484
804	1987	481
805	1989	478
806	1991	476
807	1993	473
808	1996	471
809	1998	468
810	2000	466
811	2002	463
812	2004	461
813	2007	458
814	2011	456
815	2015	454
816	2018	452
817	2020	449
818	2022	446
819	2024	444
820	2026	441
821	2029	439
822	2032	437
823	2033	434
824	2036	431
825	2038	429
826	2041	427
827	2043	424
828	2045	422
829	2048	419
830	2050	417
831	2052	414
832	2055	412
833	2057	409
834	2060	407
835	2062	404
836	2064	402
837	2066	399
838	2069	397
839	2071	394
840	2073	392
841	2076	389
842	2078	387
843	2081	384
844	2083	382
845	2086	379
846	2088	377
847	2091	374
848	2093	372
849	2095	369
850	2098	367
851	2100	364
852	2102	362
853	2105	359
854	2108	357
855	2110	355
856	2112	352
857	2115	350
858	2117	347
859	2119	345
860	2121	342
861	2124	340
862	2126	337
863	2128	335
864	2131	332
865	2133	330
866	2137	327
867	2140	325
868	2142	322
869	2144	320
870	2146	317
871	2148	315
872	2151	312
873	2153	310
874	2156	308
875	2158	305
876	2160	302
877	2162	300
878	2164	297
879	2166	295
880	2169	293
881	2174	290
882	2177	288
883	2179	286
884	2181	283
885	2183	281
886	2186	278
887	2188	276
888	2190	273
889	2193	271
890	2195	268
891	2197	266
892	2199	263
893	2202	261
894	2204	258
895	2207	256
896	2209	253
897	2212	251
898	2214	248
899	2216	246
900	2219	243
901	2222	241
902	2225	239
903	2227	236
904	2229	234
905	2231	231
906	2233	229
907	2236	226
908	2239	224
909	2241	221
910	2243	219
911	2245	216
912	2247	214
913	2249	211
914	2252	209
915	2254	206
916	2256	204
917	2259	201
918	2261	199
919	2263	196
920	2265	194
921	2268	191
922	2270	189
923	2273	187
924	2276	184
925	2278	182
926	2281	179
927	2283	177
928	2284	174
929	2287	172
930	2289	169
931	2290	167
932	2293	164
933	2294	162
934	2296	159
935	2299	157
936	2301	154
937	2303	152
938	2305	149
939	2308	147
940	2310	144
941	2312	142
942	2314	139
943	2316	137
944	2318	134
945	2321	132
946	2323	130
947	2325	127
948	2328	125
949	2330	122
950	2333	120
951	2335	117
952	2337	115
953	2339	112
954	2341	110
955	2344	107
956	2346	105
957	2348	102
958	2350	100
959	2352	98
960	2355	95
961	2357	93
962	2360	90
963	2363	88
964	2366	85
965	2368	83
966	2370	80
967	2372	78
968	2375	75
969	2377	73
970	2379	71
971	2381	68
972	2383	66
973	2385	63
974	2387	61
975	2391	58
976	2394	56
977	2396	53
978	2398	51
979	2400	48
980	2402	46
981	2404	44
982	2406	41
983	2409	39
984	2411	36
985	2413	34
986	2415	31
987	2418	29
988	2421	26
989	2424	24
990	2427	22
991	2430	19
992	2432	17
993	2434	14
994	2436	12
995	2438	9
996	2440	7
997	2443	4
998	2445	2
999	2447	0
